mz,time,mz.min,mz.max,NumPres.All.Samples,NumPres.Biological.Samples,median_CV,Qscore,Max.Intensity,DW_140904_001.cdf,DW_140904_007.cdf,DW_140904_013.cdf,DW_140904_019.cdf,DW_140904_025.cdf,DW_140904_031.cdf,DW_140904_037.cdf,DW_140904_043.cdf,DW_140904_049.cdf,DW_140904_055.cdf,DW_140904_061.cdf,DW_140904_067.cdf,DW_140904_073.cdf,DW_140904_079.cdf,DW_140904_085.cdf,DW_140904_091.cdf,DW_140904_097.cdf,DW_140904_103.cdf,DW_140904_109.cdf,DW_140904_115.cdf,DW_140904_121.cdf,DW_140904_127.cdf,DW_140904_133.cdf,DW_140904_139.cdf,DW_140904_145.cdf,DW_140904_151.cdf,DW_140904_157.cdf,DW_140904_163.cdf,DW_140904_169.cdf,DW_140904_175.cdf,DW_140904_181.cdf,DW_140904_187.cdf,DW_140904_193.cdf,DW_140904_199.cdf,DW_140904_205.cdf,DW_140904_211.cdf,DW_140904_217.cdf
449.2879415,52.21977255,449.2869014,449.2883977,107,36,15.14,1.994404566,128952850,55237815,16643460.67,10089912.67,11317135,12714331.33,14422659.67,10381115.33,11910353.33,12802099.67,10421453,11262030.67,12844179.67,14380419.33,8541544.667,11788861.67,12181605,11127164.33,12966918.67,10651320.33,12877935.67,12974305.67,11508277,12539945.67,8425521.667,14112892.33,12442616,12011238.33,13126757,14750427.67,11597683.33,13990062.33,11703234.67,8890163.667,12860158,13159271.33,11701745,15943769
449.288045,115.1181406,449.2875584,449.288339,38,12,27.13,1.997424575,3864092.622,3079220.5,2594232,1637737,763668,0,0,100767,1376192,0,0,0,1492767,25348,0,370116,426337,887532,887509,884632,786788,616660,695852,502525,0,0,0,0,0,1368455,0,0,875924,0,0,615416.5,0,3237468
449.3040012,92.28070175,449.3036308,449.3041546,22,5,19.69,2.943795429,3304240.233,0,1829800,0,916862,0,0,731650,0,0,0,2632466,0,0,2107519.5,2152621,1293335,2446688,0,0,1097284,0,0,1799555.5,0,0,0,0,2643194,0,0,2456682,1320609,801995,0,1957560,2612889,2392549.5
449.3245221,55.08603457,449.3241572,449.3247533,51,20,10.42,8.437872521,6121680.762,5000772,3019728,0,3473215,4285869.5,3064698,4819679,4364223,5488611.667,3781873.333,3191718.5,1783373,3381789,3459316.5,3798248,3895646,0,3880570.333,3768143,3075883.5,5040356,4053902,2430713,0,2039371,0,4218985,0,0,3707116.5,3352020.5,2577398.5,0,3971379,0,4568251,0
449.3245518,39.42382692,449.3242093,449.3247524,95,34,14.39,6.118506153,4658234.729,2622973,2499564,2148148.667,2227374,2159990.667,2053008,3870700,3046644.5,2028413.333,1751587.333,2245257.333,2143445.5,2246903.667,2155661.333,2041071,2601432.333,2368559,2436467.333,2206871,2560851.333,3416983.667,2434129,2221513,2231319,2814141,1731626,2287176,2013913.5,0,1927597,1728257.5,2677442.667,2864282.333,2448340.333,2677693,2574357.667,1811410
449.3535562,593.8676229,449.3526187,449.3539511,28,8,22.85,1.260328991,10054002.98,5542436.5,7853737.5,6542636.5,0,2717124,0,6173251,8145614.5,0,7420193,9177716,0,0,8383898,2497587,0,6534707,0,0,7367190,0,8125241,3981910.667,2799633,0,0,6135086,4042175,0,0,6850412,0,0,1432503,0,0,0
449.8149042,331.1009092,449.8146158,449.8150546,38,11,47.74,1.845250307,8320908.766,0,0,7786442,0,6945322,1128135,7595637,3680007,4097263,6467414,1705059,5768750,0,4829777.333,0,4821981,2015708,5937004,2911625.5,1709138,5636706,0,5960895,2135606,2151056,0,6400503.5,0,5530168,0,938001,7918708.5,0,5729418,3120943,0,447032.5
450.2906572,52.83306757,450.2898543,450.2926179,67,24,19.7,0.886924363,32424674.51,32424675,2494439.5,1671630.5,3219254.5,1484976,2443320,1281507.5,1623785,1078130,1608148,1759971.333,1838215,1625380,1596721.667,972968,2104679,1628787.5,1566521.333,735383,1569880,1406171.5,2444444.5,1293986,1063817,3033224.667,4917905,683333.5,1899082,2164993.5,1716283.667,1586792,1559472,2134679,1800703,1662385,1388241,0
450.2981155,543.2643093,450.2971164,450.2995445,18,1,31.4,0.098218862,5109273,0,0,0,0,0,0,2648292,0,2534097,0,3283063,0,0,2674569,5109273,1654194,0,0,0,2893424,1714117,0,4863516,1650600,3947773,0,0,0,569378,0,0,1392176,0,0,1803433,3619015,1516374
450.3218314,91.77825658,450.3215688,450.3220385,110,37,2.646,36.07595511,206348269.1,63762755,110605912.3,49338757,58483019,50959936.33,61077717,62733496.33,117800574.7,153807678,107512341.3,16358985.33,63737311.67,67450072,41505764.33,65840724.67,112242590.3,25686084.33,21600891.67,98577294.33,32288553,183530994.7,49536839,137635579.7,49391512.67,197037709.7,71725277,32822098.5,49586298.67,27078886,19505055.33,90951094,13001643.33,24363921.33,22089271.33,23749668.33,30255383.67,112660768.7
450.3581717,80.99855879,450.3578717,450.3583383,42,13,4.493,19.70713535,5345164.558,3354636,4249030,0,0,3572839.5,0,2122832,0,2969666,0,2350018.333,2586740.333,4326259.5,4061299.333,2192134,1154384,2491864,2314289.5,0,0,0,1144717,2251180,2756652,0,0,0,0,0,2043605.667,5244610.5,2584338.333,0,2514251.5,2269562.667,3211439,4988740
450.7413213,65.16505462,450.7408612,450.7416413,13,1,8.63,1.53415955,4236222.918,0,0,2588289,0,2666473,2142838,0,3685171,0,0,3338893,0,0,0,2100024,0,0,0,0,2352234,0,1904602,2509495,0,0,0,0,0,0,0,0,0,2742661,0,4236223,0,0
450.7459122,65.55072082,450.7456278,450.7462953,17,1,1.811,6.495574913,229848536,4135135,8365226,15782292,0,0,0,13378903,22653125,229848536,44008393.5,0,0,7965418,16116173,0,10458410,16086394,0,0,12143528,0,0,0,31544364,199396872,0,0,22857825,0,0,0,0,0,0,0,0,4574116
450.9364855,66.01977385,450.9358942,450.9367229,47,15,14.9,3.4750971,40992238.87,0,5447724.5,5676994,11947586.67,0,0,9156644,5705125,7349303.667,5077459,5200534,0,6808300,6067490,7151769,4741663,11324026,7598643,15306756,6745907,15003264.67,5847341,0,0,7293949,5820121,10045258,40992239,9168368,6633498,0,8847916.5,6794845,0,5181336.5,9728987,0
450.9795426,66.46975361,450.9786732,450.9801269,12,3,9.456,2.450300321,27378219.66,15664269.5,25882902.67,0,0,0,6834619,0,0,0,0,0,0,0,0,0,0,0,0,15523330,0,0,0,0,0,12135250,0,0,10970559,0,0,0,0,0,0,0,0,19721401
451.0024899,147.8308744,451.0022921,451.0026396,20,6,25.67,4.489234522,34777567.28,0,1377781,3970253,0,0,0,1589486,0,11686489,2830323,3432473,0,0,1438833,0,0,0,0,0,0,0,0,0,0,8460266,0,34777567,0,0,1582324,6694114.5,0,2914738.5,7640600.5,324661,0,0
451.0978873,69.97271502,451.097778,451.0979646,17,5,3.942,52.65808003,29125748.07,0,0,0,0,0,0,0,1697775,0,0,0,0,24694435.33,0,0,0,0,0,0,9265569.333,2122326,27857674,0,0,0,0,0,0,0,7131620.333,0,0,0,0,0,2268609,0
451.1677292,171.0846597,451.1659249,451.1685316,37,11,21.92,0.702707627,487142144.4,0,0,3347291,2082072,0,1414300,3165738,0,14777084,2172951.333,0,0,0,0,0,0,0,0,0,0,0,0,0,13829299,13652187,82250679.33,179394203.7,26619779.5,20976464.67,5067379.333,7625531,2998493,1113958,2082368,0,8010308,0
451.2205427,88.44958293,451.2203339,451.220695,17,6,19.23,6.790841636,24325840.86,0,0,22737681.67,11543246,0,0,0,5105905,0,0,0,0,7193012,0,0,0,335521.5,0,0,0,0,1431879.333,0,0,0,0,3132596.5,0,3338118,0,0,0,0,0,0,0,0
451.3251225,91.70924645,451.3247912,451.3254021,107,37,2.707,27.99745866,59468205.91,20677255.33,31041854.67,12061536.33,15170261.67,13926841.33,17219427,17172588,32272933,41553102,29989238.67,4180634.333,17265744,17882031.67,11543217,17191965,30766906.67,6329540,5396603.667,27538725.33,8606038,58133618.33,15536180.33,40082010,21222903.67,53294002.33,30803669,8754262,19719672.5,7703469,4389766.667,25920326,3072450,5997237.333,5371916.667,6436072.667,8437741.667,31143158.67
452.2771246,520.7511508,452.2768086,452.2773073,93,33,1.78,53.43432149,134938305.6,62261127.5,26609665,79601554.67,117320157.3,25732288,46964529.33,100448570,28417853.33,84239878.33,64301321,69614425.67,33150531,76445521.67,125263149.7,66840547.67,55277128.5,25612814.33,53776166.5,75166233.5,112533199.3,67845226.5,59552988.5,50200816,73230312,131762708,15907928,44144725.33,50547167.5,15253910.67,29269863.67,38014521.33,12573330,20608552.33,38999527.67,24733564.33,124279571.3,34642378.33
452.3278332,92.3335793,452.326749,452.3294433,54,19,6.804,2.596248456,9438837.649,2255166,0,1874002,0,1497051.667,0,1877101.5,4494973.333,5938032.5,4223679,0,1907384,4831727,1041683,1932485.333,5243231,674685,0,4033366.333,0,9257853.333,2064392.5,6195740,1540976.5,6997050.333,8075369,0,1954954,921449,0,3454244,0,496366.5,352800.5,0,593523,4172759.333
452.3727577,85.97154117,452.3724452,452.3729306,62,21,9.205,10.18169376,9341673.204,1795822,0,0,0,2916011.333,0,1146868,3639016.333,3172513.5,3094962,1919477,2340412,1431955,2479244,2743668,0,2412684,2212043.5,1497817,0,1434048.5,1831524,3137690.333,2369702,0,0,0,2596001,2162645,2792420,5879942.667,4060800.667,2743190.667,2786020,3813391,2679445,3131093.333
452.7424586,65.59107032,452.7422158,452.7426494,15,3,5.053,12.24094157,66264444.32,66264444,0,0,0,3809791,0,0,0,0,4941825,0,0,0,0,0,3743753,0,4086470,2986833,0,0,0,0,5300327.5,2371967,0,6100122.5,0,0,2943088,0,0,0,4428707,4561587,0,0
452.8338162,63.88468467,452.8335712,452.8340044,59,20,4.016,26.12868348,281451542,0,45326971.67,72918030.33,85754383,88259760.33,77882119,74345126,82469617,61864385.5,0,88794316,74023735,70657154.5,78602062,79285576.5,80547126,77749554,0,77436140,75640642.5,78326609,78526186.5,0,65657056.67,138916756,27116746,59881264.5,0,0,68781187,81809922,0,81538244,84052493,81107681,80669134,42174015
452.9228724,64.57175412,452.9221182,452.9231078,13,4,6.393,6.567213385,15537347.53,0,0,0,0,6880418,0,0,2648877,0,8053560,4389974.333,5482189,4450189,0,0,0,0,0,0,0,0,15047507.5,0,0,0,0,0,0,0,0,0,0,842726,0,0,0,0
452.9293884,64.40523583,452.9272057,452.9300824,29,9,9.213,1.586874288,11721643,0,2942760,0,0,0,4821882,0,2803176,0,0,6790693.333,0,6262812.667,7059497.5,0,9896551,0,8537702,5792694,9202379,0,0,0,11721643,0,0,0,0,0,0,5670589,7630203.5,0,0,8592279.667,9727244,0
453.0236144,64.71648302,453.0233068,453.0237672,34,10,12.64,6.795435056,7841926.37,0,0,1997304.5,0,2347180,2008555,0,0,1443240,0,3694632.5,1642542,792270,2973166,5623399.333,3699736.667,4662857,2060506,2248143,5219962.333,5611493.5,0,2322919.5,0,4793701,0,0,0,0,0,0,0,2097905.5,0,2798968,0,0
453.1539443,82.72769342,453.153692,453.1541599,33,7,13.71,4.44822769,3086455.319,0,950014,1548903,800612,713704,373506,1092810,1745588,739009,313392,1049723,869179,0,985874,1877730,2388479.5,0,1060363,771436,0,0,721693.5,1269268,0,0,0,0,0,822821.5,764073,865669,1115905,745547,1037955,0,1367982.5,999864
453.1562036,82.22675776,453.1559653,453.1563564,42,11,8.662,10.37717502,5133563.376,1948571,3179098,2034888,2234035,1897121,1202609,2603973.5,2889914,2353216,2817444,2373723,0,2173019.5,0,2892660,5133563,2193852,2907832,1683560,4482607,2635095,0,3481424,1146653,1102101.333,2267734,2217661,0,0,1976478,2460751,0,1513382,0,3503827.5,0,0
453.1677738,82.25827712,453.1674903,453.1683669,111,37,2.165,23.64528057,758649907,423725724.3,614052890.3,331404464,366770426.3,420370282.3,252562364.3,577497112,593850393,512067943,582711507.7,503239812,462017585.7,447911536.7,558325193.7,638367311.3,709140215.7,452029760.3,459341765.3,431941019,750815330.3,458840506.7,434910618.7,638574146,394104386.7,242968196,295896979.3,336091259.7,336572934.7,373396459,423544957.3,471854645,575593051,360912877.3,509385079.3,696557670,599001825.3,643699589.3
453.2100542,65.15294982,453.2087476,453.2113693,43,14,14.59,1.154488138,1185997047,0,125768628.3,0,0,0,59529079.5,0,0,0,0,7401797,0,0,105097966,0,0,0,379771108.7,7133088,0,4757003,26428254,0,1129597662,15234112.67,7861371,27091694.67,26339683.5,10882217.67,0,142578164,0,4808055,10398584.5,28346189,0,129582790.3
453.2803103,520.948788,453.279992,453.2816596,67,22,2.672,9.956171194,37925278.1,9348728,0,21385342.33,33229997,0,8186199.5,20897749.33,0,17470993.33,12039509.33,14180678.67,0,15938271,27052314.33,13357088.67,10929080,0,8750467,15768821.33,24113046,14171523,11843006,9431251.5,14134900.5,28262848,0,6024479,10209241,2171585,5688920,5207151,1643290,2597378,7960059,3849838,27756032.33,3924243.5
453.7836678,190.2503342,453.7826811,453.7838499,17,6,45.6,0.897791466,6830926.471,0,0,0,0,0,0,0,0,0,0,796012,0,3585959,0,641572,4524892,2247521.5,2087231,3609524,1617735,3826417,0,4611483,0,0,0,0,0,0,0,0,0,0,0,0,0,2748036
453.7837688,397.9540495,453.7813481,453.7861191,36,11,37.91,0.229702408,7682256.963,0,7682257,0,0,0,0,0,2669953,3305672,0,0,0,3479381,4840317,0,4843941,5091834,3889030,2126186.333,2586158.667,3452664.5,2792881.667,3593172,4073802.5,0,0,0,0,0,2138596.5,0,2762242.5,2968060,4102503,1578126,977530.5,2127116.667
453.836309,64.84753908,453.8353137,453.8365559,73,29,20.67,2.097828896,25476828.12,0,1576165,4265731.333,2807523.333,2061283.5,2824164.5,7392379,3969682.5,1854562.5,2878191.5,6968256.5,5785657,4854732.667,6934653,2397945.333,14887844.5,2442250,2656539.5,8275387.5,2224098,8690721,2227411,2669138,2265162,3213995.333,1572874,0,25476828,1293716,2366220.5,2654059.667,2297227.5,3705561,2607899,5485550.667,5130638.5,2035335
453.960165,66.07904445,453.9598303,453.9610131,80,30,25.8,1.666472548,16407144.61,0,2439402,0,2680656.5,7627633,4331541,3816523.333,2314226,2494914.5,0,9066274.667,6695400.333,3786644.5,0,6378296,8876423.333,5857084.333,5915212,6168857.333,8439206,6508135.667,4831891,5966255,1736339,2087248,0,3814773.5,3797819,1771206.5,2631655,3935013.5,9498761.333,2829341.333,8437287.667,6403919,7311154,3704680.5
454.1597431,82.14730215,454.1594593,454.1600425,13,3,9.826,5.437528752,1181756.499,0,0,264292,0,0,0,155534,739464,0,0,509659.5,295293,0,521855,0,1078376.667,472080,0,0,0,456902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454.1619833,81.17764306,454.1617336,454.1622368,18,3,7.139,6.253657423,3555560.714,3555561,0,0,1373982,1415709.333,0,0,0,0,0,0,0,1498861,2800076,2973752,0,0,2238934,0,0,0,1517889,0,0,0,0,1191286,0,1287496,0,0,0,1368225,2078587,0,2131834.333,0
454.1712181,82.13810177,454.1708885,454.1716595,110,37,2.378,24.74681507,199876298.7,112660531,159654148.7,83426199.67,95001289.33,111928320.7,65588284.33,148252435.7,156685555.7,130227552.7,156329261.3,130691955,119206651,114429655.7,141171402.7,165545104.3,187508276,118713531.7,120516929,104509826.3,198790537.3,122974229.7,114779377,170789132.3,95747360,63232393.67,73896131.67,85997549,86649861.67,94694718.67,109267939,121959772,148676396.3,94286785.67,131767488,179688829,153932646,174004193.3
454.2128713,64.18995905,454.2123489,454.2145711,17,5,5.117,3.510238799,222375534.7,0,20787921.33,0,0,0,0,0,0,0,0,0,0,0,22197677,0,0,0,75086997.67,0,0,27504,0,0,215305508,0,0,4597536,0,0,0,26813735.67,0,0,0,0,0,24755167.33
454.2815549,586.9928689,454.2814243,454.2817157,21,7,3.538,43.2378149,5968819.738,0,0,0,0,0,0,0,2208467,0,1830652,0,0,1567852,0,1686440,0,2905389.5,0,0,0,0,0,0,0,5729899.5,0,0,0,0,0,920441,983404.6667,1839147,1856574.5,2008265,3238451,2536223
454.2837191,588.1991029,454.2835037,454.2838983,27,7,6.44,13.7193698,17700452.65,0,10122458,17700453,13628892,0,7773874,5655545,0,7631785,7380168,8218080.5,5942903,0,7716837,9254905,0,10431099,9876200,0,0,7447216.5,0,6655326,0,0,0,0,8255380.5,3836970,9969169,0,0,7287139,0,0,0,0
454.2929828,587.440687,454.2926722,454.2932034,111,37,1.106,75.97008421,1311748137,636122953.7,722961569.3,894339415.7,943109370.3,764615296.3,626873040,458578939.7,645340132.7,549206830.7,584796332.3,650769242,458414752.3,455059908,561172040.3,537552134.3,555960326.3,656413164.7,624273999,830403249,881413571.7,490292103,1263523079,508796538.7,609648649,1300937165,314402620.7,601224840.3,497882561.3,305349246.7,432874514,395460672.3,386225072.3,561231710,591195698.3,596508679,771544442,785152249
454.3892988,91.93091665,454.3890381,454.3894674,49,16,3.861,26.5009049,8181683.962,0,0,0,0,3565444.333,0,1478036,4116597.667,3634927.667,5092040.333,3098674,2530429,0,2694185,0,2403591,0,2966581.667,2148914,1364274,0,0,3342206,2830705,0,0,1526509,2593171,2024901,2844992.333,0,8159800,5213840.667,3666217,0,0,0
454.8305679,63.68643503,454.8300135,454.8308458,95,31,13.8,3.852774846,62965420.43,0,22667632,41507629,42022712,38123650,44773194.33,40014083,38235125,41357100.33,43126184,43490146,55270384.33,37178218,50654842.67,39508295.33,41448952,41905189,47176097.67,42493747.67,35144049,43785236.67,38439469,40812239,42715200,47840675.67,6267038,41091504,24665484,36982425.5,45977081.33,40034835,40058328.33,44803459,40492589.67,46554721.67,43287957.33,53818529
454.8834831,66.241367,454.8826723,454.8848315,35,11,9.979,1.984233798,391832927,242170039.7,20528172,6624122.5,13101993,0,8706569.5,15856014,5505619.5,8406016,0,0,0,7662648,0,0,9050956.5,7094115,0,6452593,5789291.5,7519827,3900746,0,0,17549787,13864237.5,9898018.5,34077504,21319881.5,0,0,7037312,0,5758393,0,7051943,0
455.1596351,82.450997,455.1594137,455.1598463,28,7,9.051,8.617268925,25033083.53,13248469.5,0,0,1458342,0,877344,1248500,3314641,1284696,863390,1437993,1483436,0,0,0,0,1580715.5,0,0,0,0,0,0,1704545,6222542.667,1395022,0,0,1008717,7515496,2025433,1508307,0,2035531,0,3737987.5,0
455.1665897,83.95013142,455.16629,455.1668776,106,37,5.341,15.04284835,52836560.26,31850780,40860930,23644625.67,28106941.33,32795825,19733298.33,42968844.67,42626799.67,36541364,40188921.33,36557776.33,31999323.33,30858420.33,41036901.33,44126378,46734754.67,28924635.33,32025162.67,29804246,52576803,34314303,32190125.67,45260527.33,24225729.5,12747928,32026160.5,32180661,32851626.5,28441798,31067705.33,33033319.33,41568676.67,21889184.67,35531939.33,47614314,40221271,45984105
455.2767081,50.33731569,455.2747281,455.2784283,37,10,19.7,0.505540291,6654192.877,0,0,0,3905130,627474,1034655,912133,828745.5,841092.5,596222.6667,808631,879162.5,582854,654543,546039,0,682878,1517598,0,0,479607,948801,519774,0,0,0,1110081,795406,1193545,2115914,1372178,595742,868207,805848,0,733858,0
455.2864017,588.1306764,455.2861209,455.2867015,12,1,4.454,4.355381661,2678593.274,636077,0,1851501,0,0,899393,0,763111,0,0,1105774,0,0,0,616466,0,1219720,0,1628262,0,0,0,0,0,2678593,0,0,0,0,1074481,0,0,0,0,966793,0,0
455.2957247,587.554223,455.2953819,455.2963145,111,37,1.27,37.95019671,302442784.5,144954809.7,168430318,209939822.7,221008342.7,176255533.3,146029486,105620919.7,148964097.3,127383395,137347611.7,151714464.7,106581147,105478958.3,131079028.7,125246793.3,130129961.3,151832296,145092763.3,194680847.3,203933204,116838948,296431975.3,116473522,140512234.3,300431469,69494961.67,140852329.7,111510703.3,70707833.67,101025774.7,90340480,89287476.33,131545926,137469162.7,140346284.7,182802512.7,182722638
455.3066001,587.527552,455.3044235,455.3074758,67,25,0.9882,16.70165174,297924576,151613041,167338949.7,0,0,176957131.5,145820555.5,106488489,148241712.5,126470482,135558540,151294790,104625374,103400956,130926177,124873697.5,128874092.5,150351663,143896436.7,194006705,0,117003263,297924576,117096554,139340788,295483478,94584713.5,159170527,117353042.3,70332628.33,99943533.5,91428208.33,89479860,130341758.3,135987545,140179199.5,180455071.5,180510943.3
455.3069706,40.20250677,455.3053091,455.3075982,19,6,7.708,2.43657549,1823124.267,0,0,0,0,0,0,977611.5,1018340,1385519,0,0,1215455,1657633,1080986,0,1306698,0,0,1189010,1260049,1264260,1391494.5,0,0,0,0,1654383,0,0,0,0,0,0,0,0,1492810,0
455.3094927,586.8691745,455.3087091,455.3097981,24,6,3.273,9.509872926,299216011.8,0,3087536.5,0,797141,174557530,3069460,0,791565,0,4545122,0,0,0,3314778,0,4733928,4363222.5,3326406,0,2232544,0,0,0,0,299216012,0,0,156134,0,0,0,0,4142609,0,5326059.5,2530250.667,3604264
455.3118507,564.6535439,455.3115345,455.3120388,37,9,7.739,8.424746543,6115606.641,0,0,0,5252331,0,4939320,0,5304866,5897373,0,4242217,4548454,4435176.5,4916070.5,0,5537031.5,5310736,4883891,4302745,4266416.667,4498420,4893255.667,0,0,3311855,5416687,3695788,3904347,4452918.5,0,4223349,3617489,0,0,5227088.5,4463243,4441805.333
455.313661,56.85522943,455.3131962,455.3143007,92,35,4.981,9.387594837,22612713.12,11339397.5,19527339,14999033,13925586.5,14546526.33,15083837,15582676,15364432.67,18148422,16083306.67,16122623.5,15244450,17766371,16222547.67,16448510.67,16668545.5,15404432.33,14368548,14550927,16269184.5,15370789.67,12610574.67,15338201,22612713,15044430.5,16050599,12299832.33,11625309.5,18759253.67,16866208,17704306.33,18191253.33,13678440.33,7078567.333,18342427,16571233.5,12348397.5
455.8334589,65.74482628,455.8325353,455.8352395,38,14,45.29,0.410593289,18095038.87,0,0,0,3867123,3156361,5741496.5,4869710,5084762,0,1866099,2400039.5,4704821,5269725.5,1243039.5,2155751.333,0,5546699,1566176.5,5601978,0,1443152.667,2171604.5,1865479.5,0,0,18095039,0,0,0,0,0,0,1747451,1864398.5,6240994,0,1543148
455.9483375,66.41848357,455.9475875,455.9501491,14,2,37.23,0.204469027,15011351.59,0,0,15011352,0,0,0,0,0,0,0,0,0,1432410.5,1961321,2432954,0,0,0,4976723,2339263,0,5364703,1887139,0,0,0,1233665,0,616226,0,12095940,939728,0,0,0,0,0
455.9574662,64.98425984,455.9572981,455.9575273,15,4,39.25,3.973248689,15769116.12,0,0,0,0,0,0,0,0,0,0,0,730353,3890438,0,4138101.5,6250558.667,0,0,2899332,7270754,7657361.5,0,0,0,0,0,0,0,15769116,0,0,0,0,0,9485132,2874697,0
456.0241749,142.8881384,456.0237753,456.0246378,13,4,10.67,4.545064141,47953821.78,0,0,0,0,12140500,0,0,0,15845454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9335237.5,12091637,20368000,26230814.5,14965195,0,0,0,2566721,0,0,0,0,462847
456.1692947,82.04248259,456.1676268,456.1699701,87,31,6.681,3.104038192,20297830.91,20297831,9839020.5,4178639.333,4843653,6390850.333,2707633.333,8372697.333,9417598.333,7429801,9327174,8598569,5758235.5,10303463,9092511.667,10294662.5,10729959.67,0,8563100,5877100.667,13155087.33,7434330,8303483.667,10360392,0,2800873,7802255,5962416.5,5770492.5,5096687,5975153.333,6051449,8507630.667,5288655,8252723.333,11713472,14992263.33,9228081
456.1792524,478.8668074,456.1790219,456.1797157,21,7,11.85,5.506920891,16986171.14,4904771.5,0,0,12521272.5,0,0,0,0,0,0,0,0,0,0,6020873,5569440,16794158,0,2620015,0,0,0,6885303,4427378,3523154,0,0,0,0,0,5603913.667,0,0,0,0,0,6474534.667
456.2924819,587.4769608,456.2921399,456.2926136,27,5,6.197,8.536632284,33335607.19,0,1451829,0,32768486.33,1142030,0,0,1535087,0,1048539,1270269,836130,0,0,812573,1279728,1529097,0,0,0,0,0,695005,0,0,685089,2078389,0,448698.5,663890,0,455012,1123542,1066960.5,1092922,1543881,1768104
456.2992472,587.5974253,456.2986421,456.2998588,108,37,8.471,4.527894761,47492776.82,20896455.67,32257627,28017364,33048510.67,19756844.67,19943194.67,13655800.67,21442349.67,15686029.5,17748525,20831621.67,13468419,15195680.67,19782311.67,14858086,18507824.33,22033253.67,21086274.33,29475307.67,31784506.67,16810748,41846560,14057011.33,19374306.33,47228768.33,11998662.5,19313506.67,19606496,8148205,11098741.33,10538203.67,8876322.333,17317168.33,18219650.67,19695794,23427022,27174458
456.3169051,58.10407189,456.3150156,456.3182433,79,28,7.182,2.087200233,10534655.05,10040910,6195644.5,5400043.333,0,3525202.667,4507999.333,5539504,5982208.5,7214934,4726364,6727500,5578045.667,6260481,5272344,4248442.333,6472240.333,5646371,5905082.667,5132077,5679790.667,5705233,0,3711136,7917037,1395175,4669048,6610452.5,8136311.5,5052699.333,6857861.333,7323065.667,6496731,7263984.5,7289095.5,6137470.5,8525141,0
456.3169856,56.19599532,456.3150737,456.3182458,85,29,9.883,1.486180737,7007496.981,0,4801955.5,2051964.333,0,1935427.333,3187510.667,3486371,3504204.5,6062235,4452687.667,5977675,2470013,4416585.667,2644336,2340054.667,5674920,4631935.333,4170496.5,6315194,4536963,4594872,5014907.5,1709592,6378842,2058628,1717107,2167536.667,3701454.5,2097583.5,4521218.667,6037953.5,2187585.5,6713061.667,5716027.667,4735136.667,6212347.667,5331602.333
456.405487,102.9395684,456.4052425,456.4056654,20,5,16.37,4.887943719,3022488.252,0,0,0,0,2337077.667,959544,0,1414907.5,0,1841206,1442063,1493639,373646,0,2174208.333,0,0,1483959,0,0,0,0,1762657.667,0,0,0,0,0,0,1087938,0,2238839,0,0,0,0,0
456.6915068,105.4691076,456.6898311,456.692581,27,7,3.525,3.647758622,1841878.081,0,561230,971094,1164556,1214899.5,775919,888162,0,0,1007048,1457199,722095.5,0,800913,741008,616789,0,1146245,201419,885713.5,1061463,0,1557574,0,0,0,0,0,0,0,0,763310,0,741831,0,733061,0
456.6917167,100.3776409,456.6897301,456.6925441,27,6,10,1.079104467,6430687.596,0,0,0,1616612.5,1385288,1971136,1358697,0,0,5830741.667,0,4872843,0,0,3562043,2547331,0,1603532,2077567,4521839,5474562,0,3973612,0,0,0,1744275,0,0,800375,2412617,2959533,0,1143787,0,925643,0
456.6995028,69.46306107,456.6990821,456.7001036,32,8,42.26,0.789750068,217724743.2,16235753.67,0,0,0,15951468,12100666,0,0,12324454,0,0,0,0,13141158,0,0,0,11967119.5,13058769.5,0,0,6570782,10518820,0,0,124379286,71451364.67,91148773.33,19493873,8720949,9741484,9146532,0,11945511,9346476,12100934,0
456.8197227,82.39694626,456.8196262,456.8198659,16,6,10.99,19.11806489,19566707.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1871114,15222280,7217109,0,0,12060855,8768117.5,0,7812959,0,6632026,6633132.333,4921772,0,0
456.8197771,63.61046998,456.8194946,456.819945,14,4,4.396,19.52316917,22007796.51,0,0,0,0,3605168,0,0,0,15428627.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22007797,0,0,15903121,0,12702297.33,11086199.5,7150887,0,13261117.5,0
456.8288684,64.10975549,456.8279629,456.8291488,16,5,11.78,3.051070093,15691056.31,0,1916487,0,10574748,0,0,14319162,12486592,0,4025511,11378349,0,0,0,0,0,0,0,0,0,0,0,5459543,0,0,0,0,0,0,15691056,0,0,0,0,3058317.5,8207221,0
456.8798825,64.57892263,456.8795341,456.8804935,65,22,10.15,4.73667366,58557219.96,45074556,15750896,10178519.5,9562044.5,4868509,12517414,11774642,9695226,0,0,12267872,8232532.333,11715487,12284749.67,10864715,10849077.33,10142305.5,10548182.33,11430165.67,11297969.67,9701676,7226096,4382734,0,16105955,24533790,23728739.5,12779575.5,14991876.5,0,3397581.5,0,0,0,5318660,0,13628801
