mz,time,mz.min,mz.max,NumPres.All.Samples,NumPres.Biological.Samples,median_CV,Qscore,Max.Intensity,DW_140904_001.cdf,DW_140904_007.cdf,DW_140904_013.cdf,DW_140904_019.cdf,DW_140904_025.cdf,DW_140904_031.cdf,DW_140904_037.cdf,DW_140904_043.cdf,DW_140904_049.cdf,DW_140904_055.cdf,DW_140904_061.cdf,DW_140904_067.cdf,DW_140904_073.cdf,DW_140904_079.cdf,DW_140904_085.cdf,DW_140904_091.cdf,DW_140904_097.cdf,DW_140904_103.cdf,DW_140904_109.cdf,DW_140904_115.cdf,DW_140904_121.cdf,DW_140904_127.cdf,DW_140904_133.cdf,DW_140904_139.cdf,DW_140904_145.cdf,DW_140904_151.cdf,DW_140904_157.cdf,DW_140904_163.cdf,DW_140904_169.cdf,DW_140904_175.cdf,DW_140904_181.cdf,DW_140904_187.cdf,DW_140904_193.cdf,DW_140904_199.cdf,DW_140904_205.cdf,DW_140904_211.cdf,DW_140904_217.cdf
173.0302319,197.9376893,173.0296847,173.0304102,12,3,8.68,2.053171834,11666410.56,8234677,0,0,0,5469759,0,0,0,3432529,0,0,0,0,0,0,5445873,0,0,0,0,0,0,0,0,9964974,10300849,0,11666411,0,0,6024397,0,0,0,0,3864569,0
173.0302724,135.2612018,173.0296521,173.0308008,77,26,26.62,0.572129326,79858752.62,1612545,0,4471206,3817380.667,2032670.5,4120674,7783841,4513801.667,4764144.333,5548702.667,2446282,2452087.667,0,6759684.333,4354368,3599317,2398700.667,2086904,2024702,6087538,0,1568610,1890009.5,4857580.667,3744465,54422228.5,25495200,74076921,0,2579991,4454699.333,2754528.333,5226288,2878427.667,2045622.333,2481703.667,2804108
173.0303215,465.4863319,173.0298618,173.0304676,35,6,15.91,0.920019575,27407392.61,0,4440958,3275099,4557216.667,0,3347928,0,5203505,4070075,3952789,4961027,0,4233823,4593320,5804570,5872607,5444502,4867586,5697471,0,3766201,0,0,5369216,3651374,0,3590745,2444481,1758356,0,6694220,4752662,0,25558075,3862684.5,4874697,13041188.67
173.030356,398.9463005,173.03027,173.0304665,16,2,16.65,1.963924431,4205484.766,0,2684943,0,3336685,0,0,0,1558748,0,3583908,1623180,0,2833741,0,0,1379227,1493075,0,3498788,0,1640222,0,0,0,0,0,3956166,0,3588193,0,0,0,0,0,0,2259684,2479346
173.0576886,385.2115859,173.0571778,173.0579639,50,17,15.49,1.445557912,13056612.4,0,6878130,6606880,6833900.333,4357447.333,5204756.5,4880937,5121487,6601906.5,11223263,3713758,6032464.5,3627660,5128586,3700440,5800157,2727623,4989521,5931573,4276451,0,0,5411284,8190030,0,0,0,5065941,7163929,7098150,0,10114726,0,10551990.5,6956050,4054939.5,10029999
173.0674445,116.8439492,173.0669093,173.0676565,70,25,12.8,1.932784334,11928405.75,0,1361730.5,2578844,1204783,1062467.5,1250412.5,1172220,0,7252895.333,893001.5,915448,1816169,396295.5,882473.5,444006,2601176,1006812,1082783,675189.5,0,655940.3333,637381.3333,281757,6980464,3791896.667,10576334.5,8161509.5,6722386,6912458.667,1757597,1701892,1792479.667,1013053.667,1490360,1033442.5,2244486.667,1009213
173.0781236,269.6316767,173.0779924,173.0782085,18,5,12.92,5.119332307,318914055.8,29546512,0,0,0,0,93846084.5,0,318914056,0,0,0,0,0,0,0,0,0,0,0,0,299800037,0,168855424.5,0,91581054.67,22949132,130274253,87257603,0,44452334,118111854,0,103002080,0,0,0,0
173.0782312,237.0389986,173.0780676,173.0786927,15,3,15.46,1.070784207,248826588.4,31085471,245648162,128345088,53208992,0,60631189,0,0,21335520,0,0,0,214653381,0,0,0,0,0,0,0,0,73855480,0,47447961,0,0,0,0,0,42174788.33,0,0,62475161,0,0,0,0
173.092197,299.5153434,173.091775,173.0925265,16,2,12.94,0.665390959,13151412.55,0,0,0,0,3165614.333,0,0,0,7456361,654234,0,3658058,2274846,0,0,0,2129904,4439751,5100622,0,0,0,0,0,0,0,0,4964095,8456865,10033503,13151413,0,12904799,0,0,0,0
173.0922266,115.7089829,173.091715,173.0924459,70,23,25.18,0.924508944,16169533.24,0,0,2047886,3413250,4375025.667,1291891,4078237.667,2614763.333,4669500,2900391,4604365,3563143,4809365,3071805.333,4625545,2793196.5,3548130.667,3599020,2574665.667,3384727.667,4726092.5,3312872,6411558.667,10906983,9504604.5,8499109,9146694.333,8495466,7424360.5,6716431.667,1790724,4915208,0,0,0,0,0
173.0923728,233.8272841,173.0918569,173.0924821,25,4,9.398,1.408680623,18256169.46,0,4590415,0,0,2703050,0,0,3813590,2277561,0,0,5436540,4598712,5186633,0,5901179.5,6466254,4665101.5,7073476,0,2933936,1266913,0,4753774,3788591,6881330,0,9807535,0,0,12720539,0,7227616,0,18256169,14698118.5,0
173.0962187,562.1850848,173.0957184,173.0967178,51,19,22.82,0.846357298,4820494.925,0,3439735.333,2392247,2288957,0,779122.5,1897807,1785842.5,2353414,2332458,1957237.667,1676688.5,1341089.5,2687646.333,1434947.5,2094213.667,1440406,370597,1834287.333,1531839.5,1385148.5,2323622.333,0,1134320,1459434.5,0,0,0,0,0,0,0,0,0,0,0,0
173.1173379,463.998237,173.1171781,173.1177958,19,3,2.19,6.016649804,3381443.61,0,0,0,0,0,0,0,0,2850128,1720873,1687870,2938056,3264190.5,3381444,0,0,2992380,1542217,0,1144658,1855685.5,0,2541975,0,0,0,0,893713,0,0,0,1711346,0,1708743,1346684.5,1383955,0
173.1285512,75.43016266,173.1284462,173.1286354,111,37,2.492,36.23946583,87965964.32,53126812,48311132,32835904.33,33040298,30516929.67,30888610,32253216,33915135.33,38885919.33,32635588.33,32563769.33,51279309.33,44101904,37956855.67,51118668.33,85858346,50180080,30693674.67,51857308.33,63889953.67,41002455,30510655.33,31521276.67,38826592,32592356,59919165.67,56851767.67,37164557,29208032,26448372.33,41921790.33,34985901.67,22754190,32673547,51681924.33,64591468,44776653
173.1535455,162.171728,173.153255,173.1539777,27,7,8.291,2.239299344,29869316.14,19967313,19827630,0,11480482.5,9725102,12771467,0,10071153.33,3669833,0,5341529.5,11017518.33,6804507,4742665,6654808,4500616,0,0,7378682,0,0,5687647,0,0,0,0,1356526,0,0,0,0,0,0,0,0,0,0
173.153637,547.7477391,173.1533244,173.1540559,12,1,8.942,0.659404516,7088782.795,6855954,0,0,0,0,3505910,4688873,7088783,0,0,0,0,0,3844140,0,0,0,0,0,0,0,4132708,0,3176286,4571961,0,0,0,0,0,0,0,0,2113829,1706898,1342174,0
173.1536488,507.4591072,173.1532398,173.1540566,85,31,21.24,1.089270452,70612138.76,21182584.67,69644657.33,46246072.33,47224264,58344408.67,24878148.33,37118180.67,48033107,34079631.67,25118179.5,5487427,37655946.33,5695454.5,34746458,14379726,14981836.33,17834436,26484820,18619563.33,13286245.5,2264976,4234465.5,19323339,19484475,20692298.5,16377291,16886622.33,10599374.5,14834131.33,16402673,14893316.67,16984647,15925022.5,13191842,15309668,14252032.5,13869727
173.1537297,386.9611905,173.1534684,173.1540687,32,8,49.97,0.431605703,43654366.34,0,0,0,4475256,0,25689092,13035740,4826839,32381954,3607086,33072170.5,0,3452515.5,11680665,0,16063306,17334282.5,9486798.5,15367073,0,0,2907175,13672134,15033048.33,13612003.33,6597312,14191917,0,11325908,0,9903845,0,0,0,11777500,0,0
173.1730816,533.0701092,173.1723296,173.173494,95,34,30.95,0.515032841,4194813.681,3912398,3031607,2706281.667,1678584.667,2312789.333,2287111.667,2327368,2152087.333,1402356,1888371,1441945.667,1792292,1281924.5,2252949.333,1658862,1800129,1428715,1548448.667,1482248.333,1533222.5,1582699.667,1706558,1920975,1094270,2970936,3772408,2123490,1421668,1748433.5,2292750.333,1625030.5,1785228,2040469.5,2260367,1605648,1583893.5,1940161.333
173.5319781,133.512753,173.5311052,173.5327636,16,4,45.09,0.173829259,17757413.08,0,0,0,2975470,0,0,4163453,0,6330748,2906619,0,0,0,0,0,0,0,513144,0,0,0,0,0,14901370,0,0,0,0,11179720.5,4894378,7511373.5,8469473,1441596,0,0,3037552,0
173.9125437,137.1217129,173.9112033,173.9137682,50,17,33.46,0.20649469,3855608.483,0,828439,0,624971.5,655158,591701,1381815,1749437,1288377,0,661743,0,962608,747664,793330,393439,709784,965237.5,699013,469957,2114719.5,637802.5,627282.5,1431365.5,0,0,343263,0,3283989,0,986487.6667,1536234,1067358,887459.6667,669578.5,693142,0
173.9160473,138.8961426,173.9159323,173.9161275,103,35,5.542,16.21117858,26165895.42,5436426,7447738.667,7429918.667,7364624.667,7315076.333,6868608.333,9293168.5,8362110.333,9598164,8304067.333,9674910.5,7481132.667,8455083,8159867.667,7845642.333,8004459.667,7438934,8079793,6416465.333,7605417.667,8355808.667,7254330,7243774,10059490.67,8988752.667,26165895,8548116,0,8959635.667,10659150.67,8512005.667,10013590,9997473.333,9597065.333,9653811.333,11274067.33,9901755
173.9567338,183.47798,173.956344,173.9569945,35,9,12.61,1.63047611,17928406.33,15193344.5,9166382,0,4935515,6596156,5523419,7534528.667,7819829.5,3104967,5626390,5653259,0,4464001,0,6456205,5417666,0,0,5526059,4013529,6136916.5,0,6233470,4370581,4416136,3031658,0,0,4547400,0,0,0,0,5656492,6541613,6657643,7428136
173.9570609,182.7282812,173.9563418,173.9601666,64,22,13.84,0.338495507,99984565.22,56554763.67,14091531,0,20464172,16317411,11523657,15410641.5,15186325.5,10067956.33,10924902,15184743,14963369.33,40947049,15239913,11607344.33,13293879.67,12733093,16581741,12637581.5,12343340.5,11167585.5,14958995,14373520.33,3480237,3598912,0,6466329,2251431,13576422.67,56396769,12296420,12758111,12018867,13717830.5,13763737,13508857,0
173.9597101,456.6335598,173.958048,173.9602445,14,1,19.24,0.088088916,6333137.949,2617420,0,0,0,0,0,0,0,3177560,0,0,0,3667951,3429281,0,2822328,2062219,0,3274246,0,2935070,2341319,6333138,0,2391267,0,0,0,0,0,0,0,0,0,2319561,2967458,0
173.959862,142.9073966,173.9594576,173.9602205,30,10,8.888,2.556597774,8216147.606,7817932,0,0,1290944,1169853,0,0,0,0,0,867302,0,837669,1153345,1620642.667,1713608,1407225.5,1786816.333,1349316.5,1698313,1607930,1678200.5,2719066.333,0,0,0,0,0,0,4924946,0,0,0,0,0,0,0
173.9599517,373.5975484,173.9595438,173.9602665,57,18,17.86,1.272989778,5256464.106,0,0,4160774.5,2945603,3251768,1936040,2020747,2243273,3341922,3093654,2354809,1792125,2968002.5,2353991,2665863,2031512,3195874,2319288.667,2355047.333,2390836.667,2907587,2698204,1684877,2160243,2130401,0,1596545,1576210,2829099,1869566,0,2181347.333,1255937.5,2722147,2242912,0,2367535.5
173.973188,358.6156959,173.972691,173.9733104,41,13,5.132,5.181214645,11570896.58,4599294,4445667,7898207,4428728,3785683.5,5917666.5,4805674.5,6476154,4292704,5645461,6088814.5,0,7600629.5,8691765,0,6708623,7903414,6720383,5232873,5428321,0,0,0,5703260,6317797,6055706,2207154,0,5085541.5,5648465.5,0,8582879,9884304,0,5098277,0,5294325
173.9732355,255.6474833,173.972683,173.9737461,42,11,18.52,0.692761932,8126176.861,0,6233909,3707419,7021943,4975146,5587287,4181823.5,5570585,3676597,0,3825993.5,0,5130464,5004927.5,6157153,5883992.5,4020066.5,5029653.333,8126177,3429965,0,0,4827681,0,4198739.5,0,5131254,0,6559516,6291506,6178884,5552003,5112889,3799770,7137493,5865746,2929843.5
173.996308,357.734991,173.9959901,173.9967127,40,12,14.63,1.476735149,11510019.64,0,6291685.5,0,7895346.5,11510020,8751375,8856553,6797855,7191084,0,0,0,8279966,8002576,6307227,9543262,0,11259719,7777261,0,6393795.5,7263599,6406735,0,6132126,0,9849246,5636724.5,8817045.5,0,6241566.5,4748287,5721506,4911741.667,5469117,5557981.5,0
174.0123581,183.746096,174.0119248,174.012524,71,25,5.375,5.679947967,144772843.2,64585383,33094184.67,0,11407216,23446524,17813652,21298262.67,17991431.67,57225477,29587462.33,22558487,18557105,14496196.67,0,11810319.67,11052034,0,13198582,13569734.67,12388655,13930331.5,0,13183216,66269930.5,61619846,0,74747979,77367310,144772843,31094242.5,28165612.67,25491480,16530923,16832595,13477419,20680919,16665297
174.0139226,72.49806044,174.0133838,174.01423,90,30,9.751,2.102292527,189247026,28119846.33,21942251.33,181230016.7,4621646,2374670.333,5655077,5983262.667,2281856.333,6014724.667,0,3384903.667,5617868,7125833.667,4199230.333,4963236,6099958.5,0,10141143.5,8065584.333,4418018,5283682,3858089,4045588.667,7106040.5,7560124.333,27238211,9466587.667,15901880,9468201.667,6372573.667,3177030.667,3929467.333,4100839,2924318.667,3465398,3409658.667,20490594
174.0502159,77.09069846,174.0488711,174.0505138,41,14,29.81,0.363597092,25009085.32,4072603,0,0,3801707.333,4168178.333,3566247.667,2157746,4081447.667,4772697.5,0,3730686.5,0,2157234,0,3485892,3937035,0,2602324.5,0,3360576.5,0,0,1338316,0,8694479.667,0,0,25009085,1339273,0,0,2149463.333,4583712,0,3682739.5,0,0
174.0551358,345.3946107,174.0548435,174.055492,19,3,35.15,0.36059153,10762936.36,0,0,0,0,0,0,5348386.5,0,2345012,0,0,0,5402668,7595048,0,10762936,0,0,0,3025812,0,3813063,8508268,0,2286043,8575481,5950676,6672752,0,0,5520970.5,7763732,0,0,3676275,0,4092306
174.0552721,318.5841708,174.0547703,174.0554628,27,3,33.97,0.245943916,8999110.92,0,8999111,2973801,3761676,3651163,2852470.5,0,1641162,3162668,0,3137114,0,0,945663,3573452,0,1725686,0,0,5797796,3353554.5,2443530,0,767324,0,0,0,4394865,1202370,5528992,2554408,5186706,2875059,0,3821281,1586963,2836884
174.0817763,311.5369324,174.0814929,174.0821514,12,1,2.061,3.181679295,13162668.71,0,6480312,0,0,6667667,0,5048394,0,0,4396758.5,6381153,4132173,0,0,0,0,0,4346894,0,6717518,0,2433311,0,0,0,0,2990723,0,0,13162669,0,0,0,0,0,0,0
174.0818596,253.9699993,174.0814892,174.0821148,32,9,27.18,0.86109114,12339245,12332315,0,9931678,4873755.5,0,9351839,3300480.5,2547203,0,0,5985778,4869125,1109530.5,8909804,0,4528048.5,5597723.5,1877506,4617460.5,3048628,8089385,0,859736,2959277,1675511,0,5071928,2317433,0,0,0,0,0,0,3344417,0,0
174.0818758,241.149429,174.0814872,174.0821478,43,13,11.83,2.013353959,50478807.58,8896438,7099337,6471828.5,7104177,6735620,4725666,7018196.5,3767690,5812382,7841295.5,5852449,5075580,3905791,3771046,0,0,6555365,11069794,7642264,6578199.5,0,5058766,5483217,4626226,0,50478808,3294536,5292989,0,0,5284474,0,9812423,8383811,4898050,0,9438163
174.0913472,63.40416863,174.0912176,174.0917907,52,18,32.11,0.9791944,27558551.99,0,0,1657011.667,0,0,12532564.67,0,1346830,5231777,0,0,2510686,0,1529466.5,9391211,0,4856669,7970273.333,2271352.667,56119,3905622,0,0,0,0,4234576,0,919552,2928305,0,2693841.5,2646873,2511055,9019258.5,3992641,4606792.333,0
174.1277167,582.6694179,174.1273287,174.1279509,18,5,12.2,1.904570633,13996031.13,10135150,0,0,0,5124126,0,0,0,5921117,0,0,4583465,0,4305856.5,5450052,3073599,0,0,0,0,0,0,0,7730942,0,0,0,6763153,7725503,0,4343642,0,0,4231269,3656613.5,0,0
174.1278829,196.0015213,174.1277626,174.1282308,20,3,19.05,0.874806349,85860791.55,0,0,0,0,0,0,5209085,0,9511654,77344838,4702095.5,0,0,8737309,8575315,0,72775882,8115108,0,0,0,85860792,0,3083328,45533790,0,0,6561865,5958104,6262696,43277746,0,76004408,0,4793868,0,0
174.1310982,564.7116398,174.1306999,174.1317239,24,9,31.69,0.602461391,11623699.59,0,0,0,0,0,0,0,3962259,3036436,6403307.5,5336774.667,6290675,6335622.5,10460690,4937860.5,5024358.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2877507,0,0,4117468.5,5227774,2950641,0
174.1490023,76.81848922,174.148572,174.1491292,44,13,8.913,3.09537913,14283772.31,0,0,0,2171664.333,1343771,0,1875018.667,3705008.667,3840265,9311015.333,0,4419432,0,4463332.667,0,0,2461560,0,4378855,3675898,4099311,3561390.333,2662660.667,4221028,0,0,0,10270930,0,3092218.667,8387292.333,0,0,4373139,1524397,0,0
174.1964784,111.0413012,174.1963588,174.1969511,78,26,7.23,4.050237861,4173596.896,0,0,1468309,1802626,383174,1414833.667,0,1575727.667,1855892.333,2178452.333,549005,1109351,0,1606985,0,1526407,1684020.333,2168370,1261989,1548995,635465,1167769.667,333855,2850846.667,1420858.333,0,2428904,4173597,1636468.333,0,2196844,1128991.667,391345.5,1887452,1735061.333,2263526.667,0
174.5139926,189.8556548,174.5131334,174.5142653,39,10,25.77,0.459333873,13704767.88,0,6828399,1284392,2586471,2917005.333,1759154.5,4610477,0,4807812,1478027,3776857,2295696,0,3784833,0,3968743,2163106,0,3761053,3155518,0,0,0,6825079.333,5003113.5,13169448,11970430,5321695,13704768,2319277,1270510,4994612,0,1040393,0,3120086,1653457
174.5623038,126.0256685,174.5621621,174.5627288,108,37,6.212,5.073355013,227639572,13850221.5,28666457.67,40821768,16403987.33,18660239.67,26549427,21117322,18067040,51636877.33,19687908.67,19667162.67,16034900.67,15336115.67,21368556.33,11438291.67,13177233,14462419.67,13948186.33,10704378,14275109.33,15473625.33,14096627,11655476,56193253,48211225,61329228,64844403,30108501,117226498.3,33890728.33,32381769,34602637.33,28393499,30357759.33,23205506,31375654.67,33493137
174.8489987,138.8544923,174.8484114,174.8497135,26,9,18.75,0.742301079,2675906.003,0,0,0,992635,2675906,0,0,618127,0,0,0,700061,1025037,0,1123424.333,858894,1654374,1279835.5,954989,1343826,1010263.5,851489,979048,0,46029,0,0,0,0,0,0,0,0,0,0,0,0
174.8491039,74.81142817,174.8475018,174.849774,99,33,8.915,0.861532597,16994697.98,0,4727106.333,3399662,5019075.333,3588487,4098123.667,4298016.333,4633250.333,5513442,5249589.667,5060807,4457547.333,3842895,4519134.667,4435146.333,5487043,5319738.333,4446369.333,4404570.333,4006926.333,4400903.667,3630487.5,4097051.667,7542805.5,4607107.667,11392075,11264934.67,10009675.33,7977873.667,4893559.333,6067979.667,5300612.667,4034965.5,5448039.667,4701553.667,5817978.333,3857559.333
174.8958578,143.8850259,174.8946532,174.8964572,98,33,7.147,1.367106072,29370913.72,0,4872337.333,4632347,3092157,4100847,4167275.667,4635267.667,3402989,4413805,5531347.333,3667831.333,3714522.333,3162860,5320729,3224694.333,2840620.667,2537446.667,2756109,1465116,3759977.333,2934806.333,3037061,2097935.667,5083371.5,4772316.667,29370914,3158339,7767020,7858527.667,3510201,5040130,8284242.667,3738783,3904818.333,4300783.333,4899344.667,8015731.667
174.9214155,66.25370675,174.9193377,174.9237175,29,9,19.15,0.1939909,9502129.17,0,0,0,1622747.5,5743552.5,1290528,1682895.5,1808573,0,0,1401591,965152,0,1951941,4342575,1447742,0,0,0,0,1080905,2222581,0,0,0,0,0,0,0,0,1273636,2350336,1957679.5,1034244,1267567,2919284,1031854
174.938049,63.40963518,174.9379441,174.9381665,98,34,0.722,110.9627419,337153263.7,77174691.67,304351742.5,312553448,330181350,330674791,314643973.5,313183268,312577694,291674329.7,334236879.7,317536029,304013010,284052809.7,321158394.7,313130803,311404060.7,306783310,311882816.3,300858013,297191134,298255070.7,290132835,311891956.3,294307490.3,294874131.3,262607967,297602119,278535644,291390254.5,292545539.3,306033146,310505521.7,302582686,308666035.7,300361740,310716349,287061128
174.9533974,140.7902398,174.9532392,174.9535506,67,24,5.1,11.74933398,135492663.8,130366942.5,36212318,28572081,29724269.67,26967000,25456844.5,26561641.5,24970805,0,23693539,26498760,26920352.5,27936914,28559453,29365617,32524008,30262874,30796996.5,28096875,31739801.67,32017590.5,30455045.67,42706109.67,9933535,0,0,0,0,13303274,10878919,13901110,14322150.67,17949017,14185926.67,14685458.5,17303822.67,20372701
174.9534126,177.4505406,174.9532961,174.9535017,23,7,3.293,23.31155847,773862197.7,773862198,0,0,190383247,159427487,171640931,161578506,227399212.5,0,155412692,170200551,159696376,167645197,156785928,0,164248110.5,0,0,166874151,0,0,0,175183637,0,0,0,0,78573248.5,0,169478991.5,0,0,0,0,0,0,0
174.9534891,356.2394932,174.9533758,174.9535642,30,11,16.87,5.994661045,40772750.7,0,0,0,0,0,23907174.5,0,0,0,0,0,0,26756630,21910963,17265091.5,25690588.5,15807802,14640033.5,17825955.5,18631248.33,0,18613599,20040942,0,0,40772751,0,0,0,32295893,0,18467361,0,0,9113296.5,12921115.5,19453008.5
174.9765875,307.7994971,174.9764247,174.9770833,84,32,7.771,3.891794444,10305969.06,0,6552191,8359303.5,8458416,8281280.5,8174055.5,7402769.333,8162049.667,6923025,4653540,7675853.5,8664604.667,6806630,6667480.333,8146680,9482602,8410850.667,8446307.667,9242213,9170785.5,9928182,8771070,7784334.5,0,6666981.5,0,7830734,6660778.5,6183218,7855181,7647436.333,8100953,8025928.667,9074385.5,7590417.333,7749007,7943190.333
174.9921183,290.599411,174.9916026,174.9925004,19,3,23.03,0.39995872,46350923.5,0,46350924,4602234,0,0,1970229,0,7609854.667,0,2488396,0,1591199,1902777,0,2016885,0,0,2658301,0,0,0,0,1677582.667,0,0,0,0,0,0,0,0,4926745,4885997,0,12114000,1896985,0
174.9921736,343.2148763,174.9915737,174.9925335,23,6,46.93,0.303417993,63790820.22,27385476,0,0,0,0,20180718,0,21461790.5,0,3277627,4598722,1652928,1296351,63790820,0,0,0,3572842,0,0,0,40386173,4319212.5,0,0,17918403,0,0,0,0,1977551,4883681.5,0,0,5227957,3518468,0
174.9922719,552.9974464,174.991511,174.9925326,109,37,11.66,1.492184719,16759422.41,7765037.667,7686625.667,11823363.33,8506922.333,5002122.333,5064424,6045491.667,7154459,8429646.333,7715993.333,2342940.333,2487715.333,2302402.333,2434766.333,3080180.333,2432804.333,2474384.333,2497245.333,2508518,2523751.667,2284870.667,2545210.333,2436008,10784951.33,10713335.67,8223248.5,7856096,7756329,9558902.333,8343665.667,11183697.33,3429919,2317668.667,6350424.333,2346863,8476362.667,2428058.667
174.9923564,302.4578343,174.9919362,174.9924595,28,3,17.37,0.616287236,52388280.43,8025906,44809850,43797011.5,17772295,14959411,18274678,11867731,7439764,0,49486078,4511744,0,52388280,50143832,2713262,0,0,6099687,3909741,1626995,0,0,0,17100091,12550685,0,9674156,42712166,0,46320802,17592980,0,0,49158593,48971924,13456994,0
174.9946498,131.9949754,174.9943512,174.9951291,56,17,17.12,1.193275161,66264022.96,0,22832384.33,19502256.33,8167842,6389216,6492982,9956314,5598435,39652763.33,6013074,1787245,1314738,0,4244106.5,0,0,1677721,3147561,0,0,0,0,0,46003675.67,24394278.33,21389622,48986983,13089672.5,60607660.33,22537100.33,11368827.5,10522686,4903527.333,5013135,4576587,9827395,5509933
175.0027921,132.8037882,175.0027045,175.0028658,58,18,30.8,3.243592154,30121886.84,0,0,6480566,6367411,0,6214509,3221059,0,14458564,5122079.333,3481652,0,5081986,908797.6667,0,1480937.333,315069,0,0,0,2403087.5,2845352,487045,14636217.67,11108050.67,0,14634305.5,30121887,18541180.67,5079750.667,5854826,14648867.33,2478668.333,3317785.667,2847237,6700506.333,0
175.012716,173.980596,175.0124977,175.0128243,109,37,2.956,18.30129765,84550826.6,46231273.67,48827440,53676087.67,42022089.33,40279119.33,37945394.67,40418831,36616975.33,63704081.67,45260807,39087011.67,35943880.67,30938225.67,38647737.33,28601540.33,32724205.67,32465725,27930466.33,26839329.67,26523355.67,30009402,23333636.33,26307723,70581847,65246806.67,56166897.5,69004722.67,67506061.5,69537375,55472664.33,51546737.33,49380671.33,41866844.67,44195528.33,36944339.67,45140880.33,38397325.67
175.0313197,159.7423841,175.0310923,175.0317695,19,6,6.593,3.69873018,4466742999,0,20333185,0,22049970,30564483,28909041.67,31833529,25841601.33,85837997,0,0,0,0,31653939,0,0,0,0,0,0,0,0,0,0,0,2953822233,1984960721,3769572155,0,0,0,0,0,0,0,0,0
175.0341941,85.4494916,175.0339819,175.0346788,110,37,1.372,18.29331818,429398427.9,378043173,100332536,128604263.3,85248230.67,132710766.7,104317672.7,170872909.7,113035974,234185575,133557329.7,144353935.7,157871031.7,164578252,169008452.7,174652500.3,291018932,166408488.7,120707626,184544630,214413086,157400484,96936224.67,110720273,182971358.3,230805841,383242731.7,186130955.5,315746007,167232488.7,140953673,172984450,234471998.3,165075988.3,147722258,280233432.3,232951865.3,113052866.3
175.048195,67.81440392,175.0467645,175.049994,59,21,21.02,0.275061655,46977817.02,2147537,0,2399866,3636214,2291551.5,2205207.333,2250649,0,9359152.5,2474262.5,4574619.5,7171365.333,2060776.5,3619133,0,2934370,2441121.333,3807854,0,894562.3333,2665132,21509028.67,0,0,44418701,233317,0,0,1297581.5,4922409,0,1530838,0,0,4508915.333,1118534,0
175.0644202,124.2090442,175.0637787,175.0653099,17,3,5.536,1.090131957,11468162.72,0,0,4308684,0,0,0,3894175.5,0,3698533,0,355799,0,0,0,0,0,0,0,0,0,0,0,0,0,8108085,0,11468163,0,8180571.5,5731965,8364815,2468917,2338285,0,1776348,2040406.5,5412271
175.0754301,496.6416496,175.0742135,175.0759247,29,9,36,0.264251401,5330474.451,0,0,0,0,3996086,0,0,0,3173294,1192583,2624372,3499836,0,1563268.5,1403614.333,4126606,0,2342678.5,1628667,0,1681393,0,3190154,435886,0,0,0,0,0,3037219,0,3575967.5,2251036.5,1814971,1511282,1367931,0
175.090139,395.4518125,175.0895793,175.0902825,30,7,28.02,0.620246131,12001444,0,0,7411807.5,0,8122673,5999809,0,8644076,9340800,11048260,7389150.5,8036170,0,2738982,1398823,0,0,0,0,4851613,5796239,7858863,6086748,5670461,3764888,0,0,0,8905935,0,6827913,4613593,10009180,0,9466240,5329588,9519168
175.0966837,267.2613752,175.0961776,175.0968632,39,12,27.32,0.860396545,10559486.83,0,0,7897052,4403909,5155696.5,5873248,0,5125784,5413305,5387857.5,0,0,2239028,0,0,0,0,10230174,3664720,3406756,6345064,0,5956895.5,5402516.333,4948705,0,6381726,5776502,6183407,8206571,6382779.333,5342547.5,6232560,7381049,4436731.5,3022138,0
175.096696,392.9803692,175.0961393,175.0973059,24,3,10.21,0.549881796,6217486.217,0,4174493,6217486,0,1244686,4869879.5,3240218,0,4125150,3137675,3045107,3168711,3244121,0,0,0,1594580,0,3576209,4246961,3266378,0,4257193,3802278,4087694,0,0,5979746,3634502,0,0,4546153,0,0,0,3044450,0
175.0967736,321.2582343,175.0962856,175.0973344,25,5,25.45,0.392791323,12454846.24,0,0,0,8967959.5,1485066,1826369,3337606,0,0,815879,0,0,2494870,0,0,0,0,0,2129750.5,3840939,1719089.5,0,6922226,1553278,12454846,0,11150084,0,4801443.5,0,3229183,3878078,0,10904144,10568549,3262186.333,0
175.1023852,124.2862595,175.0999268,175.1043864,77,28,16.28,0.262837382,20215472.13,8344270,0,1043313,0,4278148,3897743,2341463,3994662.5,11370845.67,4072289.333,2634894,3153294,1348102,3737580.5,3058903,7044080,2786551.5,2436643,0,2370374.333,2750882,1184024,3442769.333,9371207.333,10317743,11245454.67,15199528,3976842,9151409.333,4339112.333,5232785,6740127.5,4453230,4607882.5,4634151.333,6242604.5,4425753
175.1078598,126.5662478,175.1071629,175.1082866,53,18,11.65,1.359440825,52641086.43,0,6522471,3472535.5,5223534,4453915,3733603.667,9013371,7519572,4095395.5,0,3073496.667,5276034.5,1284265,3883610,0,0,10309157.67,7823762.5,0,4297285,3050848.5,3816725,17972066.67,35292159.33,48004803.67,0,4142152,0,0,0,1230703,3652354,7332394.667,4267183,3125602.667,0,0
